0	2025
10007	1
10008	1
100	20
1001	4
1002	2
10022	1
1003	4
10034	1
10036	1
1004	1
10048	1
1005	4
10056	1
1006	1
1007	1
10074	1
10077	1
10084	1
1009	5
10092	1
10096	2
10	471
1010	2
101	1
10110	1
1011	1
1012	2
10124	1
1013	1
10138	1
1014	1
1015	2
1016	1
10169	1
1017	4
1018	4
1019	1
10195	1
10205	1
10209	1
102	2
1022	1
10221	1
10224	1
10225	1
10227	1
10228	1
1023	1
10231	1
10239	1
1024	1
10248	1
1025	1
10252	1
1026	1
10261	1
10266	1
10268	1
1027	1
10274	1
1028	1
1029	2
10293	1
1030	2
10302	1
10306	1
103	2
10310	1
1031	1
10312	1
1032	1
10322	2
10325	1
1033	2
10332	1
10333	2
10339	1
1034	3
1035	2
1036	1
10368	1
1037	2
10377	1
1038	3
10388	1
1039	1
10400	1
1040	3
104	2
10410	1
1041	1
10414	1
10415	1
1042	1
10422	1
10425	1
1043	1
10435	1
10436	1
1044	1
10445	1
10447	1
10448	1
1045	2
10453	1
1046	2
10466	1
1047	1
10475	1
1048	1
10482	1
1049	1
10494	2
10496	1
1050	3
10502	1
10503	1
105	2
1051	1
10512	1
10515	1
1052	3
10527	1
1053	2
10531	1
1054	1
1055	3
10552	1
10554	1
10557	1
10558	1
1056	1
10589	1
1059	1
10596	1
1060	2
10609	2
106	2
1061	1
1062	3
1063	1
1064	1
10642	1
10648	1
10650	1
1065	1
1066	2
10673	1
10675	1
1068	1
10685	1
10686	1
1069	3
10697	1
1070	2
107	2
1071	1
10725	1
1073	1
10732	1
10735	1
10739	1
1074	1
10748	2
1075	1
1076	2
10761	1
1077	1
10778	1
10781	1
1079	3
10793	1
10798	1
1080	1
1081	2
10820	1
1082	6
10826	1
1083	2
1084	3
10842	1
10845	1
10846	1
10849	1
1085	2
10851	1
10854	1
10855	1
1086	1
10877	1
10880	1
1088	1
10883	1
1089	3
10893	1
1090	1
10901	1
10903	1
109	1
10910	1
1091	3
10919	1
10920	1
1092	4
1093	2
10932	1
10934	1
10938	1
1094	2
10942	1
10950	1
1096	2
10965	1
1097	4
10976	1
1098	2
1099	4
10999	1
1	9523
1100	1
11005	1
110	1
1101	1
11012	1
1102	3
1103	3
11031	2
11038	1
1105	2
1106	1
1107	4
1108	2
1109	2
11092	1
11	376
11103	1
111	3
1111	3
1112	2
1113	1
11133	1
11135	1
1114	1
11141	1
11148	1
1115	4
11159	1
1116	2
11162	2
1117	4
11179	1
1118	2
11189	1
1119	1
1120	2
112	1
1121	1
1122	1
1123	1
1124	3
11244	1
11245	1
1125	5
1126	2
11262	1
1127	2
11275	1
1128	2
11288	1
1129	1
1130	2
11309	1
113	1
1131	2
11314	1
1132	2
1133	1
1134	1
1135	1
11354	1
1136	3
1137	3
11373	1
11380	1
1138	2
1140	1
1141	3
11411	1
11416	1
1142	3
1143	1
11439	1
1144	2
1145	1
1146	4
1147	2
11473	1
11479	1
1148	1
1150	2
115	1
11510	1
1151	1
11512	1
1152	1
1153	2
11533	1
11535	1
11539	1
1154	2
11557	1
1156	1
11563	1
1157	5
1158	2
11585	1
11591	2
1160	1
116	3
1161	1
1162	4
1163	1
11631	1
1164	1
1165	1
11652	2
1166	1
1167	3
11677	1
1168	1
1169	3
11691	1
11693	1
117	5
1171	2
11713	1
1172	2
1173	1
11737	2
11740	1
1174	1
1175	1
11757	1
1176	3
11761	1
1177	1
1178	1
11781	1
1179	4
1180	4
11806	1
118	3
1181	2
1182	2
11825	1
11827	1
11836	1
1184	4
11849	1
1185	1
1186	1
11864	1
11866	1
11868	1
11873	1
11878	1
11879	1
1188	2
11882	1
1189	2
1190	1
11904	1
119	3
1191	1
11912	1
11916	1
1192	2
11924	1
11925	1
11929	1
1193	2
11934	1
11935	1
1194	2
1195	3
11957	1
1196	1
1198	2
11983	1
1199	3
11992	1
11994	1
11996	1
1200	4
120	3
1201	1
1202	2
12023	1
1203	1
12031	1
1204	2
1206	4
12061	1
12066	1
12069	1
1207	2
12086	1
12090	1
12	319
1210	3
12102	1
12106	1
121	3
1211	2
1212	2
12124	1
12127	1
1213	1
1214	1
12145	1
12147	1
1215	1
12154	1
1216	3
12169	1
1217	3
1218	3
12185	1
1219	4
1220	2
1221	2
1222	1
12227	1
1223	3
1224	3
12241	1
12250	1
1225	5
12253	1
1226	1
12278	1
1228	1
12287	1
12288	1
12290	1
1229	3
12291	1
1230	1
1231	2
12313	1
12315	1
1232	3
1233	1
1234	3
1235	1
12355	2
1236	1
12368	1
1237	1
1238	2
12388	1
1239	3
12392	1
1240	4
124	3
1241	1
12414	1
1242	3
12421	1
12430	1
1243	2
1244	1
12449	1
1245	3
1246	3
1247	1
12477	1
1248	1
12482	1
12490	1
1249	2
1250	1
12504	1
125	2
1251	2
1252	3
12530	1
1253	1
1254	2
12549	1
1255	2
1256	3
1257	1
1258	2
1259	2
1260	1
126	1
1261	3
1262	1
1263	1
1264	1
1265	2
1266	1
1267	1
1268	2
12682	1
1269	2
12695	1
1270	1
1271	1
12719	1
1272	1
1273	2
12740	1
1274	2
12742	1
1275	2
1276	3
12761	1
1277	4
1278	3
1279	1
1280	2
12808	1
128	2
1281	2
1282	2
12826	1
12828	1
1283	5
12832	1
1285	1
12853	1
12858	2
1286	1
12862	1
1287	1
1288	2
12888	1
1289	1
129	2
1291	3
12916	1
1292	1
12930	1
1293	1
12932	1
12936	1
1294	2
12947	1
1295	1
1296	3
12965	1
1297	3
1298	1
12982	1
1299	2
12992	1
1300	2
13008	2
130	2
1301	1
1302	3
13022	1
1303	3
13035	1
1304	1
1305	1
1306	2
1307	1
13072	1
1308	2
13084	1
1309	3
13	327
1310	1
131	2
1311	3
13116	1
13119	1
13120	1
1312	3
1313	3
13137	1
1314	1
13142	1
1315	3
1316	2
1317	1
1318	3
1319	3
13191	1
13192	1
13194	1
1320	2
13206	1
132	2
1321	2
13212	1
1322	3
13225	1
1323	2
13237	1
1324	2
13243	1
13245	1
13247	1
13248	1
1325	1
13251	1
13257	1
1326	1
13269	1
1327	2
13273	1
1328	1
1329	6
1330	1
13301	1
13305	1
133	1
1331	1
13320	1
1332	2
1333	3
13335	1
13339	1
1334	3
13341	1
13348	1
13352	1
1336	2
13364	1
1337	1
1338	1
13384	1
1339	2
1340	1
13401	1
13402	2
134	2
1342	1
13421	1
13422	1
13430	1
1343	2
13436	1
1344	2
13458	1
1346	2
13464	1
1349	3
13492	1
13493	1
13494	1
13496	1
13499	1
1350	1
13503	1
135	3
1351	3
13514	1
1352	1
13523	1
13525	1
1353	1
13535	1
1354	2
13547	1
13549	1
1355	3
13551	1
13554	1
13556	1
1356	3
13570	1
1357	1
13577	1
1358	3
13582	1
13583	1
13586	1
13588	1
1359	1
13591	1
13596	1
1360	2
13603	1
136	2
13610	1
1361	2
1362	3
13624	1
1363	1
13637	1
1364	1
1365	1
1366	1
13664	1
1367	1
13672	1
13675	1
1368	3
13684	1
1369	2
13693	1
13695	1
1370	2
137	1
1371	2
1372	4
13726	1
1373	3
13734	1
13738	1
1374	1
13744	1
1375	2
13755	1
13757	1
13758	1
1376	2
13770	1
1377	3
1378	1
13782	1
1379	2
1380	2
138	3
1381	1
1382	2
13826	1
13829	1
1383	3
1384	1
13848	1
1385	1
1387	2
13871	1
13872	1
13888	1
1389	2
1390	1
139	1
1391	2
1392	2
1393	1
13934	1
13938	1
13939	1
1394	2
13943	1
1395	4
13953	1
1396	4
13964	1
13966	1
13970	1
1397	2
13973	1
1398	3
13982	1
13983	1
1399	1
1400	3
14004	1
140	2
1401	3
14011	1
1402	3
14026	1
1403	2
14034	1
14039	1
1404	3
1405	2
1407	1
14074	1
14075	1
1408	1
1409	1
14	297
1410	1
141	3
1411	2
14115	1
14118	1
14120	1
1412	1
1413	2
1415	1
1416	2
14168	1
1417	1
14180	1
1418	1
1419	1
14199	1
1420	4
142	4
1421	2
14218	1
1422	2
14222	1
14229	1
1423	2
1424	1
14242	1
1425	2
14255	1
1427	3
14275	1
1428	1
14284	1
1429	1
14293	1
14295	1
1430	1
143	2
1431	3
1433	1
14336	1
1434	3
1435	2
1436	2
14363	1
14369	1
14377	1
1438	1
14382	1
1439	2
14394	1
14399	1
1440	2
14408	1
144	3
1441	3
14411	1
1442	1
1443	3
1444	1
1445	2
14460	1
1446	1
14470	1
1447	1
1448	4
1449	3
1450	2
14506	1
145	2
1451	1
14511	1
1452	1
1453	1
1454	1
1456	2
14561	1
1457	2
1458	1
14590	1
1459	2
1460	1
146	1
1461	1
14618	1
1462	2
14630	1
1463	1
1464	2
1465	2
1466	1
14669	1
1467	3
14674	1
1468	1
1469	5
1470	1
147	5
1471	1
14720	1
1472	1
1473	2
14732	1
1474	3
1475	3
14753	1
14756	1
1476	3
1477	1
14776	1
1478	1
1479	3
1480	3
148	2
14810	1
1481	1
14811	1
14814	2
1482	2
1483	2
1484	1
14842	1
1485	4
14852	1
1486	1
14862	1
14864	1
1487	1
14871	1
1488	1
1489	1
1490	4
14908	1
1492	2
14922	1
14935	1
1494	1
14947	1
1495	4
1496	3
14961	1
1497	1
14977	1
1498	1
1499	2
15000	1
150	2
1501	1
1502	1
1503	1
1504	1
15053	1
1506	1
15062	1
15067	1
1507	1
1509	1
15	214
151	1
1513	1
1514	2
15146	1
1515	1
1516	1
15170	1
15174	1
15178	1
15182	1
1520	1
15202	1
152	2
15211	1
1522	1
1523	1
15232	1
15238	1
1525	1
1527	1
15276	1
1529	1
15302	1
153	3
15318	2
15322	1
1533	1
15332	1
1534	1
15346	1
1535	1
1537	1
15379	1
1539	1
15395	1
15397	1
15402	1
154	2
1541	1
15411	1
15417	1
1542	1
15427	1
15428	1
1543	1
15434	1
1544	1
1545	1
1546	1
1547	1
15471	1
15480	1
1548	1
1549	1
15497	1
1550	1
155	3
1551	1
1552	1
15530	1
1553	1
1554	1
1555	2
1556	1
1557	1
1558	1
15587	1
15589	1
15596	1
1560	1
156	1
1562	1
15624	1
1563	2
1564	1
15669	1
15678	1
1568	1
15682	1
1569	2
15696	1
15701	1
157	2
15717	1
1572	1
1573	1
15736	1
1574	1
15747	1
15748	1
1576	1
1577	1
1578	1
15787	1
1580	1
158	1
1581	1
15813	1
15815	1
1582	1
15830	1
1583	1
15834	1
15850	1
1585	1
1586	1
15869	1
1587	1
1588	1
15881	1
15891	2
15896	1
1590	1
15901	1
159	1
1591	1
15919	1
1592	1
1594	1
1595	1
1596	1
15963	1
15970	1
1597	1
15972	2
15975	1
1598	1
15986	2
1599	1
15992	1
15998	1
15999	1
16002	1
160	3
1601	2
16015	1
16019	1
1602	1
16031	1
16032	1
1604	1
16044	1
16047	1
1605	1
1606	1
16064	1
1607	1
1608	1
16090	1
1609	1
16092	1
16	169
16102	1
161	2
1611	2
16117	1
1612	1
16124	1
16130	1
1613	1
1614	1
16143	1
1615	1
16154	2
1617	1
16177	1
1618	1
16184	1
1619	1
16192	1
16193	1
162	1
1621	1
16213	1
1622	1
16225	1
1623	1
1624	1
1625	1
1627	1
16280	1
1628	1
16290	1
16291	1
16292	1
1630	1
16307	1
163	3
1631	1
16321	1
16328	1
1633	1
16340	1
16346	1
1635	1
16374	1
16375	1
16376	1
16379	1
1638	1
1639	1
16392	1
1640	1
164	2
1641	1
16413	1
1642	1
16422	1
16437	1
16439	1
1644	1
1645	1
16458	1
1646	1
1647	1
16479	1
1648	1
16490	1
1649	1
16495	1
1650	1
165	1
1651	1
16523	1
16530	1
1653	1
1654	1
16542	1
1655	1
16555	1
1656	1
1657	1
16571	1
16577	1
1658	1
16586	1
1659	1
16595	1
16598	1
16606	1
1661	1
16612	1
16616	1
16620	1
1662	1
16627	1
16632	1
1664	1
16642	1
1665	1
16659	1
1666	1
1667	1
16673	1
1668	1
1669	1
1670	1
16701	1
16704	1
167	3
1671	1
1673	1
16734	1
1674	1
1675	2
16752	1
16756	1
1676	1
1677	1
1678	1
16792	1
16799	1
1680	1
168	2
1681	1
1682	1
16822	1
16823	1
1683	1
16835	1
16840	1
1684	1
16856	1
1687	1
16872	1
16873	1
16880	1
16885	2
1689	1
16900	1
16901	1
169	1
1691	1
1692	1
16928	1
1693	1
1694	1
16959	1
1696	1
1697	1
1698	1
16985	1
16998	1
17000	1
1700	1
17001	2
17007	1
170	3
1701	1
17011	1
1702	2
1703	1
1704	1
17046	1
17048	1
17053	1
17056	1
1706	2
17068	1
1707	1
17071	1
17078	1
1708	1
17089	1
1709	1
17099	1
17	155
1710	1
17102	1
171	1
17119	1
1712	1
17123	1
1714	1
17159	1
1716	1
17169	1
17171	1
17174	1
1718	1
17181	2
1719	1
17198	1
1720	1
17205	1
172	1
1721	1
17218	1
1722	1
17231	1
17235	1
1724	1
17241	1
1725	1
17251	1
17258	1
1727	1
1728	1
17285	1
1729	1
1731	1
17312	1
1732	1
17323	1
17328	2
1733	1
17334	1
1734	1
1735	1
17360	1
1736	1
17363	1
17369	1
1737	1
17381	1
1739	1
17399	1
1740	1
174	2
17426	1
17433	1
17434	1
1744	1
17444	1
1745	1
17456	1
1746	1
17465	1
1747	1
17477	1
17485	1
1749	1
17491	1
175	1
1751	1
17519	1
